일자|시간|구분,공급량
2019-03-28 23 C,170.58331564349947
2019-03-28 24 C,162.16945954793383
2019-03-29 01 C,152.29887429322955
2019-03-29 02 C,137.4198383370126
2019-03-29 03 C,129.37039937750865
2019-03-29 04 C,130.54015117621552
2019-03-29 05 C,137.50975794727304
2019-03-29 06 C,144.59964607652313
2019-03-29 07 C,166.26972590892356
2019-03-29 08 C,185.1424420101412
2019-03-29 09 C,171.67237221909403
2019-03-29 10 C,162.89276045564952
2019-03-29 11 C,158.8091380290505
2019-03-29 12 C,154.62369783714644
2019-03-29 13 C,152.26121782074043
2019-03-29 14 C,148.61686175039816
2019-03-29 15 C,143.36913206353918
2019-03-29 16 C,138.8949258743428
2019-03-29 17 C,139.63961598509107
2019-03-29 18 C,144.27538998994106
2019-03-29 19 C,158.27940333811495
2019-03-29 20 C,167.4552414006229
2019-03-29 21 C,169.13079901447142
2019-03-29 22 C,167.9078432338249
2019-03-29 23 C,165.45384724828446
2019-03-29 24 C,159.69957281047851
2019-03-30 01 C,151.54152805435487
2019-03-30 02 C,137.1311923528853
2019-03-30 03 C,128.0647845412112
2019-03-30 04 C,127.7960002530336
2019-03-30 05 C,132.7998308182057
2019-03-30 06 C,135.8967017314813
2019-03-30 07 C,145.18830499827695
2019-03-30 08 C,157.38040205028616
2019-03-30 09 C,163.22294425782508
2019-03-30 10 C,161.51380325139536
2019-03-30 11 C,159.04685848159943
2019-03-30 12 C,154.75376747309562
2019-03-30 13 C,151.02946827815552
2019-03-30 14 C,147.45996211073958
2019-03-30 15 C,143.07133787420068
2019-03-30 16 C,140.9763178792745
2019-03-30 17 C,141.0593234963161
2019-03-30 18 C,144.55509320342608
2019-03-30 19 C,154.07898368974068
2019-03-30 20 C,158.82187887182465
2019-03-30 21 C,158.51323236376354
2019-03-30 22 C,155.0212509457999
2019-03-30 23 C,152.95258340306526
2019-03-30 24 C,148.61183995760942
2019-03-31 01 C,142.26164104741218
2019-03-31 02 C,128.3570587709807
2019-03-31 03 C,120.20747804772661
2019-03-31 04 C,121.27890286795541
2019-03-31 05 C,126.21497214100098
2019-03-31 06 C,128.64421656076433
2019-03-31 07 C,133.896037457528
2019-03-31 08 C,145.40677217234747
2019-03-31 09 C,154.01412997809234
2019-03-31 10 C,156.86429544848147
2019-03-31 11 C,154.37661482989395
2019-03-31 12 C,148.47933004011318
2019-03-31 13 C,145.37023100585108
2019-03-31 14 C,142.4064338394829
2019-03-31 15 C,137.9776108989829
2019-03-31 16 C,135.34810904552995
2019-03-31 17 C,135.15738424603137
2019-03-31 18 C,140.46624523709858
2019-03-31 19 C,151.99517981178974
2019-03-31 20 C,157.92732456830376
2019-03-31 21 C,159.23316927796398
2019-03-31 22 C,155.47312851458946
2019-03-31 23 C,151.31445355730136
2019-03-31 24 C,145.5388941246454
2019-01-01 01 D,1251.2108211106129
2019-01-01 02 D,1077.6250993666367
2019-01-01 03 D,1003.374553729911
2019-01-01 04 D,1122.0025947807137
2019-01-01 05 D,1268.5077546628354
2019-01-01 06 D,1308.1017381697275
2019-01-01 07 D,1468.2497557851325
2019-01-01 08 D,1753.154035898527
2019-01-01 09 D,1796.72768497175
2019-01-01 10 D,1702.9078415118584
2019-01-01 11 D,1642.1286815673275
2019-01-01 12 D,1449.4640841137166
2019-01-01 13 D,1283.252349790589
2019-01-01 14 D,1229.4133644555845
2019-01-01 15 D,1176.250223285465
2019-01-01 16 D,1163.7084928719128
2019-01-01 17 D,1255.5178157674811
2019-01-01 18 D,1525.9409194000473
2019-01-01 19 D,1796.362072146168
2019-01-01 20 D,1869.919615953558
2019-01-01 21 D,1813.8996814916245
2019-01-01 22 D,1744.9829072263756
2019-01-01 23 D,1621.5988651212688
2019-01-01 24 D,1478.2394833047606
2019-01-02 01 D,1299.3679136014957
2019-01-02 02 D,1118.6549667785885
2019-01-02 03 D,1026.739502809925
2019-01-02 04 D,1139.194195944995
2019-01-02 05 D,1267.5379151895404
2019-01-02 06 D,1288.0651178424937
2019-01-02 07 D,1437.4761022625773
2019-01-02 08 D,1700.6525795873463
2019-01-02 09 D,1698.6168070217648
2019-01-02 10 D,1610.2424669134207
2019-01-02 11 D,1581.5455611204607
2019-01-02 12 D,1381.746168646294
2019-01-02 13 D,1209.2238244590917
2019-01-02 14 D,1165.8288910668605
2019-01-02 15 D,1138.5588002014288
2019-01-02 16 D,1132.2341494360483
2019-01-02 17 D,1214.8365055067798
2019-01-02 18 D,1460.706380874957
2019-01-02 19 D,1689.644884893622
2019-01-02 20 D,1748.0862132561783
2019-01-02 21 D,1711.7760983242488
2019-01-02 22 D,1676.8377846147805
2019-01-02 23 D,1557.0334272315038
2019-01-02 24 D,1427.428017030256
2019-01-03 01 D,1264.1747395509856
2019-01-03 02 D,1088.5916913935012
2019-01-03 03 D,1009.3213425678322
2019-01-03 04 D,1112.5792409255819
2019-01-03 05 D,1236.679173923664
2019-01-03 06 D,1260.7840063299648
2019-01-03 07 D,1426.1698842146284
2019-01-03 08 D,1675.900095855991
2019-01-03 09 D,1679.6778325483656
2019-01-03 10 D,1584.6045223560204
2019-01-03 11 D,1540.1931405054856
2019-01-03 12 D,1350.8997372722488
2019-01-03 13 D,1189.0230617586212
2019-01-03 14 D,1149.2103264669204
2019-01-03 15 D,1112.5015842208352
2019-01-03 16 D,1107.9577651954605
2019-01-03 17 D,1188.3275429290338
2019-01-03 18 D,1414.9655842874586
2019-01-03 19 D,1651.6124339953567
2019-01-03 20 D,1733.7000011948521
2019-01-03 21 D,1705.7428516952925
2019-01-03 22 D,1647.5774352593542
2019-01-03 23 D,1541.2521883947416
2019-01-03 24 D,1410.4785266734395
2019-01-04 01 D,1249.5948575869547
2019-01-04 02 D,1073.7967523568627
2019-01-04 03 D,992.7762990658408
2019-01-04 04 D,1104.8370839044462
2019-01-04 05 D,1235.3007657015087
2019-01-04 06 D,1276.8668453364935
2019-01-04 07 D,1442.2529696525187
2019-01-04 08 D,1708.6097707069484
2019-01-04 09 D,1723.5660576371176
2019-01-04 10 D,1625.4605425651475
2019-01-04 11 D,1576.7956623812893
2019-01-04 12 D,1379.6164383718606
2019-01-04 13 D,1200.950418712612
2019-01-04 14 D,1166.8918773786268
2019-01-04 15 D,1139.8959037215448
2019-01-04 16 D,1145.6479384207405
2019-01-04 17 D,1215.75662013631
2019-01-04 18 D,1427.479845461769
2019-01-04 19 D,1634.2971578585752
2019-01-04 20 D,1678.175197079305
2019-01-04 21 D,1647.1761039581074
2019-01-04 22 D,1584.291119435757
2019-01-04 23 D,1495.195098758945
2019-01-04 24 D,1395.4332381386198
2019-01-05 01 D,1268.004570752329
2019-01-05 02 D,1102.7337563617034
2019-01-05 03 D,1015.3111203727797
2019-01-05 04 D,1105.9507448838647
2019-01-05 05 D,1218.9162238052252
2019-01-05 06 D,1222.4067014847742
2019-01-05 07 D,1261.9298413063746
2019-01-05 08 D,1443.0781032495156
2019-01-05 09 D,1601.0246051836307
2019-01-05 10 D,1610.1540913638114
2019-01-05 11 D,1601.0580537894725
2019-01-05 12 D,1398.659863675922
2019-01-05 13 D,1242.282416916778
2019-01-05 14 D,1177.0419343748558
2019-01-05 15 D,1137.3013655463496
2019-01-05 16 D,1132.9768348372045
2019-01-05 17 D,1211.9558134596334
2019-01-05 18 D,1421.8131995065933
2019-01-05 19 D,1605.4145824253358
2019-01-05 20 D,1596.108732198296
2019-01-05 21 D,1524.9747150265416
2019-01-05 22 D,1472.3335666444232
2019-01-05 23 D,1408.5634685775042
2019-01-05 24 D,1329.0649414399904
2019-01-06 01 D,1209.6732942871777
2019-01-06 02 D,1056.9549579071397
2019-01-06 03 D,973.6479189421387
2019-01-06 04 D,1062.8653829181621
2019-01-06 05 D,1163.5313465527615
2019-01-06 06 D,1127.10689036939
2019-01-06 07 D,1152.1697398732067
2019-01-06 08 D,1313.4018410028466
2019-01-06 09 D,1489.4500915049302
2019-01-06 10 D,1528.8399485138184
2019-01-06 11 D,1527.748926152041
2019-01-06 12 D,1327.7670917800215
2019-01-06 13 D,1191.355810993864
2019-01-06 14 D,1135.179651407068
2019-01-06 15 D,1088.1340272568673
2019-01-06 16 D,1102.9570613920594
2019-01-06 17 D,1202.2494729054633
2019-01-06 18 D,1415.989856294011
2019-01-06 19 D,1603.7346143963382
2019-01-06 20 D,1622.7779199433332
2019-01-06 21 D,1547.164882853494
2019-01-06 22 D,1488.8974238606024
2019-01-06 23 D,1375.9670839317728
2019-01-06 24 D,1275.2536333220692
2019-01-07 01 D,1116.5075801275211
2019-01-07 02 D,965.0196152768325
2019-01-07 03 D,902.9078956661945
2019-01-07 04 D,1017.7765388119367
2019-01-07 05 D,1157.8663034483366
2019-01-07 06 D,1196.950457820558
2019-01-07 07 D,1378.6799543406405
2019-01-07 08 D,1654.914856314718
2019-01-07 09 D,1685.2661882100238
2019-01-07 10 D,1583.697076039974
2019-01-07 11 D,1540.5593657510312
2019-01-07 12 D,1340.5887504443795
2019-01-07 13 D,1178.6070986168313
2019-01-07 14 D,1134.100714195166
2019-01-07 15 D,1090.9831334950682
2019-01-07 16 D,1074.3018231395358
2019-01-07 17 D,1150.7966508915777
2019-01-07 18 D,1377.8224861690467
2019-01-07 19 D,1616.7502024471655
2019-01-07 20 D,1665.1011897372584
2019-01-07 21 D,1639.442020646076
2019-01-07 22 D,1577.6307358571535
2019-01-07 23 D,1450.2571085203467
2019-01-07 24 D,1324.000912921944
2019-01-08 01 D,1174.0176970508649
2019-01-08 02 D,1006.0989093135535
2019-01-08 03 D,938.7425732251372
2019-01-08 04 D,1045.172720429699
2019-01-08 05 D,1152.1407322717769
2019-01-08 06 D,1177.7798682135135
2019-01-08 07 D,1332.5350501988373
2019-01-08 08 D,1585.8929685670528
2019-01-08 09 D,1612.1328908716614
2019-01-08 10 D,1523.5956128641815
2019-01-08 11 D,1461.4828163702728
2019-01-08 12 D,1278.2862186425345
2019-01-08 13 D,1127.5165417684939
2019-01-08 14 D,1071.9373904943782
2019-01-08 15 D,1015.141993764731
2019-01-08 16 D,1002.1254664571685
2019-01-08 17 D,1063.019495949678
2019-01-08 18 D,1287.1021832385204
2019-01-08 19 D,1541.4100320060281
2019-01-08 20 D,1609.4715572968712
2019-01-08 21 D,1577.8687029383673
2019-01-08 22 D,1523.225484464947
2019-01-08 23 D,1401.236390511422
2019-01-08 24 D,1286.1179395142676
2019-01-09 01 D,1128.8830788739779
2019-01-09 02 D,957.6019581785025
2019-01-09 03 D,879.0894509530583
2019-01-09 04 D,982.0739770689123
2019-01-09 05 D,1104.6918666659458
2019-01-09 06 D,1116.9083577259694
2019-01-09 07 D,1281.8777835124786
2019-01-09 08 D,1534.9344529353416
2019-01-09 09 D,1533.545509420081
2019-01-09 10 D,1447.9645840921783
2019-01-09 11 D,1419.0985097081034
2019-01-09 12 D,1241.783733624307
2019-01-09 13 D,1099.5583786248317
2019-01-09 14 D,1068.4475116421816
2019-01-09 15 D,1029.181543335936
2019-01-09 16 D,1020.0108538691991
2019-01-09 17 D,1086.9694038577595
2019-01-09 18 D,1322.6716806048278
2019-01-09 19 D,1555.0036052819426
2019-01-09 20 D,1626.2904547286157
2019-01-09 21 D,1590.9646021732792
2019-01-09 22 D,1535.2126012006706
2019-01-09 23 D,1428.2670584405184
2019-01-09 24 D,1311.0844209901493
2019-01-10 01 D,1163.666229402005
2019-01-10 02 D,999.2212966052584
2019-01-10 03 D,924.8835819458116
2019-01-10 04 D,1020.3851913414652
2019-01-10 05 D,1136.6072997539195
2019-01-10 06 D,1163.4920454054786
2019-01-10 07 D,1308.6438198384458
2019-01-10 08 D,1552.6224497427788
2019-01-10 09 D,1587.7575599488018
2019-01-10 10 D,1498.079095453101
2019-01-10 11 D,1451.0244976516183
2019-01-10 12 D,1270.604514138044
2019-01-10 13 D,1115.024016436722
2019-01-10 14 D,1070.2600915944486
2019-01-10 15 D,1028.638552249148
2019-01-10 16 D,1028.9572118377241
2019-01-10 17 D,1102.470432016435
2019-01-10 18 D,1312.7462403091454
2019-01-10 19 D,1560.8158139386298
2019-01-10 20 D,1620.8601939291943
2019-01-10 21 D,1595.734490839329
2019-01-10 22 D,1550.3966844080987
2019-01-10 23 D,1449.4039062571205
2019-01-10 24 D,1330.9253688855053
2019-01-11 01 D,1183.7798463612216
2019-01-11 02 D,1018.0092896225015
2019-01-11 03 D,937.4063971524488
2019-01-11 04 D,1040.2114382320158
2019-01-11 05 D,1170.1384744895431
2019-01-11 06 D,1200.3318196429532
2019-01-11 07 D,1342.352958733669
2019-01-11 08 D,1583.1732683846628
2019-01-11 09 D,1633.3493883578044
2019-01-11 10 D,1557.010332022318
2019-01-11 11 D,1498.9089104519671
2019-01-11 12 D,1311.0945407788768
2019-01-11 13 D,1148.044416933785
2019-01-11 14 D,1106.0767963467374
2019-01-11 15 D,1079.3822958336575
2019-01-11 16 D,1071.877224324336
2019-01-11 17 D,1135.2957998298293
2019-01-11 18 D,1343.211245176306
2019-01-11 19 D,1550.409810398608
2019-01-11 20 D,1570.005074006578
2019-01-11 21 D,1529.7769243511398
2019-01-11 22 D,1474.3882997511341
2019-01-11 23 D,1387.4409648463716
2019-01-11 24 D,1295.1273860018173
2019-01-12 01 D,1177.6397246633915
2019-01-12 02 D,1020.7306282076629
2019-01-12 03 D,940.1839324835449
2019-01-12 04 D,1024.5168896669102
2019-01-12 05 D,1134.8590305207435
2019-01-12 06 D,1123.3791985439325
2019-01-12 07 D,1167.080068152666
2019-01-12 08 D,1336.6316408691719
2019-01-12 09 D,1493.3791144496035
2019-01-12 10 D,1522.0554408949838
2019-01-12 11 D,1530.0231942571568
2019-01-12 12 D,1348.6928327234239
2019-01-12 13 D,1197.3063265149954
2019-01-12 14 D,1134.8592289270491
2019-01-12 15 D,1088.9497235910153
2019-01-12 16 D,1087.1270775068783
2019-01-12 17 D,1156.8895676279308
2019-01-12 18 D,1349.8550960405391
2019-01-12 19 D,1527.6974573077625
2019-01-12 20 D,1513.837772516024
2019-01-12 21 D,1431.7840615930322
2019-01-12 22 D,1393.8362829884375
2019-01-12 23 D,1330.690702995649
2019-01-12 24 D,1255.489007207178
2019-01-13 01 D,1142.7234221865006
2019-01-13 02 D,999.6406875763009
2019-01-13 03 D,923.4608435074194
2019-01-13 04 D,1012.8926221162608
2019-01-13 05 D,1103.2284105776132
2019-01-13 06 D,1073.4174553262826
2019-01-13 07 D,1103.53091199188
2019-01-13 08 D,1251.1756622019209
2019-01-13 09 D,1431.4624671176728
2019-01-13 10 D,1479.046415839705
2019-01-13 11 D,1475.9023460457233
2019-01-13 12 D,1274.1451266734025
2019-01-13 13 D,1134.2591720211744
2019-01-13 14 D,1078.711103862112
2019-01-13 15 D,1034.2972948096553
2019-01-13 16 D,1046.2878787155653
2019-01-13 17 D,1144.9008995042104
2019-01-13 18 D,1358.870739325047
2019-01-13 19 D,1553.9577487273114
2019-01-13 20 D,1560.3728897691124
2019-01-13 21 D,1475.0354684338445
2019-01-13 22 D,1432.0752638834524
2019-01-13 23 D,1325.5218893203612
2019-01-13 24 D,1232.9392362986932
2019-01-14 01 D,1076.3420435104642
2019-01-14 02 D,927.2036018288802
2019-01-14 03 D,865.8799029374545
2019-01-14 04 D,981.5872124056691
2019-01-14 05 D,1121.3164806031318
2019-01-14 06 D,1151.8412215547357
2019-01-14 07 D,1336.1419753255116
2019-01-14 08 D,1613.0800467808053
2019-01-14 09 D,1631.9393207584867
2019-01-14 10 D,1536.4248707799243
2019-01-14 11 D,1487.7053542885615
2019-01-14 12 D,1295.495193637878
2019-01-14 13 D,1146.7007367334222
2019-01-14 14 D,1111.8798638973535
2019-01-14 15 D,1068.3752925961398
2019-01-14 16 D,1050.5394917840051
2019-01-14 17 D,1119.2035396020322
2019-01-14 18 D,1343.3743173418713
2019-01-14 19 D,1590.9635431261609
2019-01-14 20 D,1672.715818552025
2019-01-14 21 D,1647.2180533134433
2019-01-14 22 D,1578.6318834150889
2019-01-14 23 D,1453.3007170403043
2019-01-14 24 D,1327.5135688619214
2019-01-15 01 D,1160.7669839963778
2019-01-15 02 D,986.1943553203405
2019-01-15 03 D,914.28559285446
2019-01-15 04 D,1027.6830798104781
2019-01-15 05 D,1156.058750045348
2019-01-15 06 D,1169.279810197787
2019-01-15 07 D,1345.1743414760017
2019-01-15 08 D,1611.7291878013868
2019-01-15 09 D,1615.3764760803656
2019-01-15 10 D,1521.3987951744552
2019-01-15 11 D,1461.3691494053473
2019-01-15 12 D,1285.9967850683242
2019-01-15 13 D,1132.6209753870255
2019-01-15 14 D,1101.0612110691964
2019-01-15 15 D,1061.5919283289008
2019-01-15 16 D,1052.2754819139104
2019-01-15 17 D,1130.4570102077282
2019-01-15 18 D,1367.958624472502
2019-01-15 19 D,1621.5599784736671
2019-01-15 20 D,1701.9665011915247
2019-01-15 21 D,1672.4551727286407
2019-01-15 22 D,1626.3580976086891
2019-01-15 23 D,1507.6406401488466
2019-01-15 24 D,1381.476981299056
2019-01-16 01 D,1211.4521548814996
2019-01-16 02 D,1035.6337561251307
2019-01-16 03 D,954.0806976820759
2019-01-16 04 D,1061.4626198581686
2019-01-16 05 D,1184.4652942647758
2019-01-16 06 D,1202.089874628747
2019-01-16 07 D,1364.8233884521976
2019-01-16 08 D,1626.9941544352018
2019-01-16 09 D,1626.9782438337313
2019-01-16 10 D,1526.2180307423937
2019-01-16 11 D,1477.828425242607
2019-01-16 12 D,1284.1317122767673
2019-01-16 13 D,1125.4753852796107
2019-01-16 14 D,1084.4845075696728
2019-01-16 15 D,1050.7533386455498
2019-01-16 16 D,1046.0304663395327
2019-01-16 17 D,1118.1693171405025
2019-01-16 18 D,1351.23882094365
2019-01-16 19 D,1573.6063624589094
2019-01-16 20 D,1631.3901129430492
2019-01-16 21 D,1596.6521158263904
2019-01-16 22 D,1566.819646411654
2019-01-16 23 D,1453.9593187415305
2019-01-16 24 D,1333.1828324947296
2019-01-17 01 D,1175.095304048121
2019-01-17 02 D,1000.1980207682078
2019-01-17 03 D,924.8450693249778
2019-01-17 04 D,1037.2590760365047
2019-01-17 05 D,1162.7433170131571
2019-01-17 06 D,1162.3323214200398
2019-01-17 07 D,1337.792867290667
2019-01-17 08 D,1595.7058022743836
2019-01-17 09 D,1589.2458917920562
2019-01-17 10 D,1498.7110240245959
2019-01-17 11 D,1441.6145321782692
2019-01-17 12 D,1247.0553330054709
2019-01-17 13 D,1100.395275557731
2019-01-17 14 D,1061.8660602091559
2019-01-17 15 D,1015.2590533254532
2019-01-17 16 D,1006.6079583712211
2019-01-17 17 D,1076.6887957380955
2019-01-17 18 D,1288.049768461105
2019-01-17 19 D,1524.4026700928728
2019-01-17 20 D,1595.7764025061588
2019-01-17 21 D,1564.9353251170614
2019-01-17 22 D,1513.7436448800372
2019-01-17 23 D,1405.1061919797394
2019-01-17 24 D,1291.479530336305
2019-01-18 01 D,1144.0615484497512
2019-01-18 02 D,972.1754157005181
2019-01-18 03 D,895.5751655120072
2019-01-18 04 D,1011.7733693911828
2019-01-18 05 D,1138.2588407141166
2019-01-18 06 D,1149.0582544317135
2019-01-18 07 D,1302.3371620862567
2019-01-18 08 D,1563.8549735720112
2019-01-18 09 D,1584.8126390452787
2019-01-18 10 D,1496.761435300793
2019-01-18 11 D,1447.5701467113768
2019-01-18 12 D,1261.7974007010357
2019-01-18 13 D,1110.2311737870507
2019-01-18 14 D,1070.3280029452703
2019-01-18 15 D,1038.048159527681
2019-01-18 16 D,1023.5029860397568
2019-01-18 17 D,1083.1859814414186
2019-01-18 18 D,1283.9617868280425
2019-01-18 19 D,1502.5793458868475
2019-01-18 20 D,1564.3620760192496
2019-01-18 21 D,1522.3622712852502
2019-01-18 22 D,1448.8723050600388
2019-01-18 23 D,1371.1147429171745
2019-01-18 24 D,1278.8592704085613
2019-01-19 01 D,1156.561556152505
2019-01-19 02 D,987.1358904729982
2019-01-19 03 D,897.1257536393223
2019-01-19 04 D,989.1875308494496
2019-01-19 05 D,1096.0581487833747
2019-01-19 06 D,1062.2520207548725
2019-01-19 07 D,1117.4094549395202
2019-01-19 08 D,1299.2817310086107
2019-01-19 09 D,1433.6981966925637
2019-01-19 10 D,1457.611551378326
2019-01-19 11 D,1462.2066338289492
2019-01-19 12 D,1287.5852981172895
2019-01-19 13 D,1151.450220814787
2019-01-19 14 D,1089.826487979131
2019-01-19 15 D,1047.9115926353063
2019-01-19 16 D,1038.1968742089039
2019-01-19 17 D,1100.523024381607
2019-01-19 18 D,1283.5658435876985
2019-01-19 19 D,1478.6310194726461
2019-01-19 20 D,1485.6670525479703
2019-01-19 21 D,1401.2113446411743
2019-01-19 22 D,1360.2436355184993
2019-01-19 23 D,1294.934468241897
2019-01-19 24 D,1224.9291521903651
2019-01-20 01 D,1112.9039740413723
2019-01-20 02 D,965.3040629653269
2019-01-20 03 D,887.3554691624481
2019-01-20 04 D,975.9419632930076
2019-01-20 05 D,1066.9883773519964
2019-01-20 06 D,1029.223885780888
2019-01-20 07 D,1055.8269672691422
2019-01-20 08 D,1215.9278753683022
2019-01-20 09 D,1394.1283540483735
2019-01-20 10 D,1439.747625055192
2019-01-20 11 D,1434.309414878589
2019-01-20 12 D,1241.4268566418505
2019-01-20 13 D,1104.417284957286
2019-01-20 14 D,1045.4520336955832
2019-01-20 15 D,1003.9843647525996
2019-01-20 16 D,1007.161606724309
2019-01-20 17 D,1093.20176927577
2019-01-20 18 D,1269.5369408004208
2019-01-20 19 D,1446.826776344536
2019-01-20 20 D,1455.6943832320424
2019-01-20 21 D,1376.8125479509454
2019-01-20 22 D,1328.9152720034763
2019-01-20 23 D,1223.703642911278
2019-01-20 24 D,1137.3034788880227
2019-01-21 01 D,985.8466045026055
2019-01-21 02 D,833.1532700899207
2019-01-21 03 D,769.7995506186933
2019-01-21 04 D,895.2420728421341
2019-01-21 05 D,1029.7042760322279
2019-01-21 06 D,1043.2665497820715
2019-01-21 07 D,1232.43278223279
2019-01-21 08 D,1494.934674304451
2019-01-21 09 D,1508.327269903833
2019-01-21 10 D,1433.5664891518618
2019-01-21 11 D,1395.4576517635114
2019-01-21 12 D,1222.7872042479917
2019-01-21 13 D,1092.03039309485
2019-01-21 14 D,1063.8883908467237
2019-01-21 15 D,1028.3875549036466
2019-01-21 16 D,1008.3379391453174
2019-01-21 17 D,1071.6522592433494
2019-01-21 18 D,1281.810374436955
2019-01-21 19 D,1489.4211230900119
2019-01-21 20 D,1559.8692538703917
2019-01-21 21 D,1541.6881477337402
2019-01-21 22 D,1481.7609493163077
2019-01-21 23 D,1351.9197153727764
2019-01-21 24 D,1239.6011347362019
2019-01-22 01 D,1083.7770970848464
2019-01-22 02 D,911.6601944911525
2019-01-22 03 D,844.816660873045
2019-01-22 04 D,952.1220266211175
2019-01-22 05 D,1068.630061177848
2019-01-22 06 D,1079.4016293307418
2019-01-22 07 D,1258.739779697425
2019-01-22 08 D,1507.2133736921373
2019-01-22 09 D,1524.7614411399131
2019-01-22 10 D,1446.3324842687202
2019-01-22 11 D,1406.44778944478
2019-01-22 12 D,1230.6111468379372
2019-01-22 13 D,1087.9103155143123
2019-01-22 14 D,1056.773070008402
2019-01-22 15 D,1010.4458622260539
2019-01-22 16 D,996.621989448803
2019-01-22 17 D,1066.0417676572138
2019-01-22 18 D,1292.9465504461796
2019-01-22 19 D,1532.6226096828116
2019-01-22 20 D,1616.4814704628545
2019-01-22 21 D,1591.4363545245483
2019-01-22 22 D,1537.3786491337632
2019-01-22 23 D,1412.220842984168
2019-01-22 24 D,1293.2979172960731
2019-01-23 01 D,1127.4696151430653
2019-01-23 02 D,954.6038285677365
2019-01-23 03 D,875.1475996386778
2019-01-23 04 D,984.6642772005154
2019-01-23 05 D,1093.52833944553
2019-01-23 06 D,1108.1009068859262
2019-01-23 07 D,1298.3305757371297
2019-01-23 08 D,1546.6883030501263
2019-01-23 09 D,1542.6278313190462
2019-01-23 10 D,1442.8046388094706
2019-01-23 11 D,1399.5696423020481
2019-01-23 12 D,1228.6579337813887
2019-01-23 13 D,1089.033941893802
2019-01-23 14 D,1055.5014753851653
2019-01-23 15 D,1008.5875759376224
2019-01-23 16 D,1000.0599859549454
2019-01-23 17 D,1066.9393300386057
2019-01-23 18 D,1306.3044571256705
2019-01-23 19 D,1532.0525387937398
2019-01-23 20 D,1613.4148559016612
2019-01-23 21 D,1577.3252603352544
2019-01-23 22 D,1519.3152568039968
2019-01-23 23 D,1420.3333062681747
2019-01-23 24 D,1310.737857765885
2019-01-24 01 D,1167.4452594529796
2019-01-24 02 D,1003.6844663123441
2019-01-24 03 D,932.659903038028
2019-01-24 04 D,1026.6325572468554
2019-01-24 05 D,1146.8131757329477
2019-01-24 06 D,1177.8849230179546
2019-01-24 07 D,1322.5556566868713
2019-01-24 08 D,1568.5717382038442
2019-01-24 09 D,1604.0849730085633
2019-01-24 10 D,1514.5755290592924
2019-01-24 11 D,1466.8536187637696
2019-01-24 12 D,1291.1346176844977
2019-01-24 13 D,1133.2877390184922
2019-01-24 14 D,1087.1188439819757
2019-01-24 15 D,1049.2572956653034
2019-01-24 16 D,1049.7712923399163
2019-01-24 17 D,1126.719138792634
2019-01-24 18 D,1336.959969373324
2019-01-24 19 D,1584.0156761874428
2019-01-24 20 D,1645.4573656716211
2019-01-24 21 D,1617.8421553396097
2019-01-24 22 D,1571.7809925705944
2019-01-24 23 D,1467.665036415802
2019-01-24 24 D,1346.328471505666
2019-01-25 01 D,1191.4015621675348
2019-01-25 02 D,1022.8889040916663
2019-01-25 03 D,940.1845908521556
2019-01-25 04 D,1050.1598635333542
2019-01-25 05 D,1184.3123759212344
2019-01-25 06 D,1212.957784390062
2019-01-25 07 D,1360.6296013512904
2019-01-25 08 D,1603.6669498370168
2019-01-25 09 D,1645.677226163858
2019-01-25 10 D,1564.2957920173194
2019-01-25 11 D,1508.8265084008062
2019-01-25 12 D,1319.6734423464122
2019-01-25 13 D,1158.4486563782625
2019-01-25 14 D,1117.9790977598136
2019-01-25 15 D,1085.7648720367838
2019-01-25 16 D,1075.212012650653
2019-01-25 17 D,1137.208557993532
2019-01-25 18 D,1347.5309789612047
2019-01-25 19 D,1561.811926735511
2019-01-25 20 D,1603.9605556343129
2019-01-25 21 D,1561.4060303335864
2019-01-25 22 D,1494.706358659953
2019-01-25 23 D,1411.9618876251245
2019-01-25 24 D,1319.1959448936232
2019-01-26 01 D,1195.1782700691674
2019-01-26 02 D,1025.9106279484704
2019-01-26 03 D,938.3030890306568
2019-01-26 04 D,1029.7932388620907
2019-01-26 05 D,1137.0876789021745
2019-01-26 06 D,1113.9886025897526
2019-01-26 07 D,1170.3242164895996
2019-01-26 08 D,1344.9289281192837
2019-01-26 09 D,1482.0624441472519
2019-01-26 10 D,1504.4652831245367
2019-01-26 11 D,1506.281219670871
2019-01-26 12 D,1325.9698273255965
2019-01-26 13 D,1179.0409638128508
2019-01-26 14 D,1117.627528342109
2019-01-26 15 D,1071.1440392103775
2019-01-26 16 D,1063.5110805842714
2019-01-26 17 D,1131.7452449059897
2019-01-26 18 D,1315.793034145387
2019-01-26 19 D,1511.498340691299
2019-01-26 20 D,1513.243428944092
2019-01-26 21 D,1435.244451130024
2019-01-26 22 D,1384.7270184525746
2019-01-26 23 D,1316.351520145862
2019-01-26 24 D,1239.7525211883822
2019-01-27 01 D,1121.3957366714817
2019-01-27 02 D,978.2275758906108
2019-01-27 03 D,898.8541973538586
2019-01-27 04 D,999.1367915417131
2019-01-27 05 D,1105.511858391427
2019-01-27 06 D,1067.27451650836
2019-01-27 07 D,1096.5232589634254
2019-01-27 08 D,1260.6828136016911
2019-01-27 09 D,1447.8674902662735
2019-01-27 10 D,1488.4594867342478
2019-01-27 11 D,1480.818278363326
2019-01-27 12 D,1282.6495665887858
2019-01-27 13 D,1148.938074466555
2019-01-27 14 D,1094.8035948532136
